Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Primary_T_helper_memory_cells_from_peripheral_blood_1__H3K36me3	-9.29485307658e-09	1.37986930909e-08	0.749718404165
Thymus__H3K4me1	-1.03641417841e-08	1.51308177867e-08	0.753318272135
Breast_variant_Human_Mammary_Epithelial_Cells_(vHMEC)__H3K36me3	-6.27937805206e-09	8.88795532465e-09	0.760062689118
Primary_T_helper_cells_PMA-I_stimulated__H3K27ac	-7.51287531722e-09	1.00853081004e-08	0.771843782833
Primary_T_regulatory_cells_from_peripheral_blood__H3K4me1	-1.29251046013e-08	1.71712136705e-08	0.774190706831
Primary_Natural_Killer_cells_from_peripheral_blood__H3K4me3	-2.26429082355e-08	2.99193195314e-08	0.775414825281
Right_Ventricle__H3K4me3	-2.37770989576e-08	3.13943366628e-08	0.775585603689
Foreskin_Fibroblast_Primary_Cells_skin01__H3K27ac	-9.52146610554e-09	1.25026785098e-08	0.776836911395
Rectal_Smooth_Muscle__H3K27ac	-7.53184444092e-09	9.82843585118e-09	0.778260594794
Primary_B_cells_from_cord_blood__H3K4me3	-2.29039638991e-08	2.93238599227e-08	0.782619103001
NHEK-Epidermal_Keratinocyte_Primary_Cells__H3K4me3	-1.91153716036e-08	2.4281108804e-08	0.784433061503
Primary_monocytes_from_peripheral_blood__H3K4me3	-2.4346170571e-08	3.08377950788e-08	0.785087540306
Colon_Smooth_Muscle__H3K9ac	-1.77298917928e-08	2.24074772836e-08	0.785600619942
Lung__H3K4me1	-1.28113947252e-08	1.59560931028e-08	0.788988216334
Primary_Natural_Killer_cells_from_peripheral_blood__H3K27ac	-9.09899553392e-09	1.12703988519e-08	0.790263454127
Brain_Hippocampus_Middle__H3K4me3	-1.36867404878e-08	1.66878332244e-08	0.793938355169
Fetal_Brain_Female__H3K4me3	-2.13155903738e-08	2.54074074344e-08	0.799251822918
Fetal_Lung__H3K36me3	-7.50619870688e-09	8.86071014394e-09	0.8015394638
Foreskin_Keratinocyte_Primary_Cells_skin03__H3K4me3	-2.06428519424e-08	2.43668237218e-08	0.801549926843
Skeletal_Muscle_Female__H3K4me3	-2.27434254541e-08	2.67623390061e-08	0.802290059905
Esophagus__H3K27ac	-1.18693944184e-08	1.39427998868e-08	0.802696424417
Primary_T_killer_memory_cells_from_peripheral_blood__H3K36me3	-1.54379092327e-08	1.80980132135e-08	0.803175004793
Small_Intestine__H3K36me3	-3.61994051159e-08	4.16521232534e-08	0.80760079308
Brain_Angular_Gyrus__H3K9ac	-1.72447028665e-08	1.97671774558e-08	0.808502378881
Brain_Anterior_Caudate__H3K27ac	-7.51289555403e-09	8.61126065007e-09	0.808518571117
Primary_B_cells_from_peripheral_blood__H3K36me3	-8.43519450587e-09	9.35843238788e-09	0.816298061384
Primary_T_cells_effector_memory_enriched_from_peripheral_blood__H3K4me1	-2.08961230288e-08	2.29229403214e-08	0.819005406827
NHDF-Ad_Adult_Dermal_Fibroblast_Primary_Cells__H3K9ac	-2.66013941656e-08	2.89162886854e-08	0.821199239976
Primary_T_helper_cells_PMA-I_stimulated__H3K36me3	-1.09307873974e-08	1.18358347252e-08	0.822135320181
Esophagus__H3K4me1	-1.63108445031e-08	1.76368332646e-08	0.822469465684
Brain_Germinal_Matrix__H3K36me3	-1.14391145221e-08	1.20744191946e-08	0.828278492021
Skeletal_Muscle_Female__H3K27ac	-7.57705397952e-09	7.94234519902e-09	0.829959984339
Right_Atrium__H3K4me3	-2.87571881241e-08	3.00254353489e-08	0.830908331329
Brain_Anterior_Caudate__H3K4me1	-1.25543884048e-08	1.27821679185e-08	0.836994385916
NHLF_Lung_Fibroblast_Primary_Cells__H3K4me3	-4.11836436364e-08	4.16766826132e-08	0.838465278575
Fetal_Brain_Female__H3K36me3	-8.72241886574e-09	8.76272770346e-09	0.840229112642
Primary_Natural_Killer_cells_from_peripheral_blood__H3K36me3	-1.01376866633e-08	1.01313990097e-08	0.841494869066
Primary_T_helper_naive_cells_from_peripheral_blood_2__H3K4me1	-1.50106583857e-08	1.49959798656e-08	0.841581478438
Esophagus__H3K4me3	-3.19550570267e-08	3.18634283797e-08	0.842039573097
Skeletal_Muscle_Female__H3K9ac	-2.44332115812e-08	2.43547426851e-08	0.842123099116
Lung__H3K27ac	-1.57354070424e-08	1.5445500137e-08	0.845843835465
NHLF_Lung_Fibroblast_Primary_Cells__DNase	-1.70645481883e-08	1.67039342324e-08	0.846512163765
Primary_mononuclear_cells_from_peripheral_blood__H3K4me1	-3.28073477207e-08	3.17290536124e-08	0.849428281176
Fetal_Lung__H3K4me3	-2.93904053101e-08	2.820428801e-08	0.851306794598
Primary_T_helper_cells_PMA-I_stimulated__H3K4me1	-1.49760431546e-08	1.39912423407e-08	0.857777413574
Primary_T_helper_17_cells_PMA-I_stimulated__H3K4me1	-1.78145428918e-08	1.66165855166e-08	0.858161110248
Osteoblast_Primary_Cells__H3K4me1	-9.97602382708e-09	9.27122707558e-09	0.859040797496
Thymus__H3K4me3	-2.62243947881e-08	2.37488627443e-08	0.865255027698
NHDF-Ad_Adult_Dermal_Fibroblast_Primary_Cells__DNase	-2.29302592254e-08	2.03075755619e-08	0.870582306546
Fetal_Brain_Female__DNase	-1.66140681655e-08	1.46630173202e-08	0.871405324594
Primary_Natural_Killer_cells_from_peripheral_blood__DNase	-1.8308778452e-08	1.6153551721e-08	0.871481298463
Duodenum_Smooth_Muscle__H3K36me3	-1.81840903123e-08	1.59868209029e-08	0.872323335625
Primary_T_helper_cells_from_peripheral_blood__H3K4me1	-1.80008702807e-08	1.57369662861e-08	0.873658938464
Fetal_Muscle_Trunk__H3K27ac	-1.43487655054e-08	1.25277675008e-08	0.873969336975
Primary_T_helper_naive_cells_from_peripheral_blood_1__H3K4me1	-1.76126043956e-08	1.51315041054e-08	0.877781748622
Primary_hematopoietic_stem_cells__H3K4me3	-4.26677234898e-08	3.64111298227e-08	0.879367723994
Osteoblast_Primary_Cells__H3K4me3	-2.42151203088e-08	2.00856908111e-08	0.886012309907
Foreskin_Keratinocyte_Primary_Cells_skin02__DNase	-1.55314436989e-08	1.28550736304e-08	0.886513987582
Primary_mononuclear_cells_from_peripheral_blood__H3K9ac	-2.79981268686e-08	2.30802363444e-08	0.887449999213
NHEK-Epidermal_Keratinocyte_Primary_Cells__DNase	-2.61919640989e-08	2.14794876612e-08	0.888652707463
Primary_T_killer_memory_cells_from_peripheral_blood__H3K4me1	-1.93187717489e-08	1.54803045401e-08	0.893976802703
NHLF_Lung_Fibroblast_Primary_Cells__H3K4me1	-2.53684700619e-08	1.96381406834e-08	0.901786086105
Primary_T_helper_memory_cells_from_peripheral_blood_1__H3K4me1	-1.80135874746e-08	1.38260007256e-08	0.903691734043
Fetal_Brain_Female__H3K4me1	-2.29618855868e-08	1.75218123249e-08	0.90498229175
Placenta__H3K4me3	-4.07545310504e-08	3.06852414074e-08	0.907935331555
Primary_neutrophils_from_peripheral_blood__H3K4me3	-1.57724684827e-08	1.18346774948e-08	0.908690325101
Primary_T_helper_memory_cells_from_peripheral_blood_2__H3K4me1	-1.77672904673e-08	1.32927956944e-08	0.909325097142
Brain_Substantia_Nigra__H3K27ac	-8.44175679028e-09	6.22292999975e-09	0.912538930877
Primary_T_cells_from_peripheral_blood__H3K4me1	-1.93575568659e-08	1.42625123991e-08	0.912646454539
Fetal_Brain_Male__DNase	-2.07033941106e-08	1.52081607601e-08	0.913295999413
Psoas_Muscle__H3K27ac	-2.22238388289e-08	1.6152362172e-08	0.915571820987
HMEC_Mammary_Epithelial_Primary_Cells__H3K36me3	-2.53751888559e-08	1.82637196389e-08	0.917640903606
Brain_Hippocampus_Middle__H3K4me1	-1.05861635588e-08	7.53740171225e-09	0.919912681714
Colon_Smooth_Muscle__H3K4me3	-3.54161391597e-08	2.46631834314e-08	0.92449772033
Brain_Dorsolateral_Prefrontal_Cortex__H3K27ac	-1.19647047754e-08	8.28183928301e-09	0.925727753982
Duodenum_Smooth_Muscle__H3K27ac	-2.39318109406e-08	1.64556237226e-08	0.927071770636
Foreskin_Keratinocyte_Primary_Cells_skin02__H3K36me3	-1.68703510745e-08	1.14175460078e-08	0.930240042267
Duodenum_Smooth_Muscle__H3K4me3	-2.07804566459e-08	1.39445912067e-08	0.93191630967
Primary_T_killer_naive_cells_from_peripheral_blood__H3K4me1	-2.33089178179e-08	1.52835803871e-08	0.936382345136
Rectal_Smooth_Muscle__H3K4me3	-3.85405009525e-08	2.50970482359e-08	0.937688947729
Skeletal_Muscle_Male__H3K4me1	-1.48728233507e-08	9.60955913537e-09	0.939154090991
NHDF-Ad_Adult_Dermal_Fibroblast_Primary_Cells__H3K4me1	-1.73416430694e-08	1.10852859755e-08	0.941136282035
Primary_B_cells_from_cord_blood__H3K36me3	-3.93444449195e-08	2.51334688835e-08	0.941257815929
Breast_Myoepithelial_Primary_Cells__H3K36me3	-1.34790476746e-08	8.59960110892e-09	0.941489834805
Skeletal_Muscle_Female__H3K4me1	-1.18618053934e-08	7.50700183506e-09	0.942957891189
Left_Ventricle__H3K36me3	-1.67266136668e-08	1.05816588028e-08	0.943028681918
Fetal_Brain_Male__H3K4me1	-1.47663949067e-08	9.22361709258e-09	0.945304143319
Osteoblast_Primary_Cells__H3K36me3	-1.42436749534e-08	8.77595607035e-09	0.947708929952
Brain_Dorsolateral_Prefrontal_Cortex__H3K9ac	-3.52389111332e-08	2.16598424322e-08	0.948123348821
Fetal_Heart__H3K36me3	-3.47471236578e-08	2.1188537087e-08	0.949487224142
Breast_Myoepithelial_Primary_Cells__H3K4me3	-3.53867060172e-08	2.07515147953e-08	0.955926928625
Brain_Inferior_Temporal_Lobe__H3K4me3	-3.51100166551e-08	2.02287423214e-08	0.958687130519
Osteoblast_Primary_Cells__H3K27ac	-1.51651684241e-08	8.73143310956e-09	0.958792960506
Brain_Cingulate_Gyrus__H3K4me1	-1.65869055622e-08	9.51997086368e-09	0.959274409438
Primary_neutrophils_from_peripheral_blood__H3K36me3	-1.00174922299e-08	5.74280702139e-09	0.959451367677
Primary_Natural_Killer_cells_from_peripheral_blood__H3K4me1	-2.33036102624e-08	1.31189370606e-08	0.962161035692
Placenta__H3K27ac	-1.28266534158e-08	7.10158364536e-09	0.964553952287
Psoas_Muscle__H3K36me3	-3.91779236015e-08	2.12566668047e-08	0.96734197371
Brain_Angular_Gyrus__H3K4me1	-2.09594683572e-08	1.11144990722e-08	0.970337504161
Primary_monocytes_from_peripheral_blood__H3K27ac	-2.04950608489e-08	1.08630002123e-08	0.970398654817
Brain_Cingulate_Gyrus__H3K27ac	-1.42530945735e-08	7.5310808715e-09	0.970792433917
Primary_monocytes_from_peripheral_blood__H3K36me3	-1.45315983502e-08	7.6432415846e-09	0.971364380147
Brain_Cingulate_Gyrus__H3K9ac	-4.58595228635e-08	2.40719558041e-08	0.971616570894
Breast_variant_Human_Mammary_Epithelial_Cells_(vHMEC)__H3K4me3	-7.28188043804e-08	3.78295653646e-08	0.972880179731
Brain_Dorsolateral_Prefrontal_Cortex__H3K4me1	-2.10395568736e-08	1.07974953695e-08	0.97432594429
Brain_Angular_Gyrus__H3K27ac	-1.83976732127e-08	9.14013201283e-09	0.977934555047
HMEC_Mammary_Epithelial_Primary_Cells__H3K4me3	-6.99447039784e-08	3.45180730497e-08	0.978634061074
Brain_Inferior_Temporal_Lobe__H3K9ac	-3.34646932169e-08	1.6502820801e-08	0.978710512931
NHLF_Lung_Fibroblast_Primary_Cells__H3K27ac	-2.7183289158e-08	1.31665969096e-08	0.980517889572
Brain_Inferior_Temporal_Lobe__H3K27ac	-1.4490271943e-08	6.99809573427e-09	0.980802003586
Brain_Dorsolateral_Prefrontal_Cortex__H3K4me3	-4.79113444192e-08	2.31208347359e-08	0.980877310221
NHDF-Ad_Adult_Dermal_Fibroblast_Primary_Cells__H3K27ac	-3.02154688762e-08	1.43829441448e-08	0.982170064561
Brain_Hippocampus_Middle__H3K27ac	-1.51724451427e-08	6.93910756497e-09	0.985610932897
Fetal_Brain_Male__H3K4me3	-1.01863645587e-07	4.52938897212e-08	0.987742127813
Brain_Inferior_Temporal_Lobe__H3K4me1	-2.66752692316e-08	1.15955865089e-08	0.989289124103
NHLF_Lung_Fibroblast_Primary_Cells__H3K9ac	-7.42980806365e-08	3.06714975403e-08	0.992290431733
Brain_Anterior_Caudate__H3K4me3	-4.75200819442e-08	1.94421275102e-08	0.99274093299
Right_Atrium__H3K36me3	-4.21082176319e-08	1.59180186394e-08	0.995919288379
Skeletal_Muscle_Female__H3K36me3	-2.02356268626e-08	7.50890659903e-09	0.996479335431
NHDF-Ad_Adult_Dermal_Fibroblast_Primary_Cells__H3K36me3	-5.18086256866e-08	1.88914177848e-08	0.996950793047
