Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Adipose_Nuclei__H3K27ac	3.3784839008e-08	2.45864312278e-08	0.0847013816369
Foreskin_Melanocyte_Primary_Cells_skin03__H3K4me1	9.96612374727e-09	7.30354280038e-09	0.0861956622285
Primary_B_cells_from_peripheral_blood__H3K27ac	1.72501720798e-08	1.29761536583e-08	0.0918621685928
Primary_hematopoietic_stem_cells_G-CSF-mobilized_Male__H3K4me1	1.42400225913e-08	1.08545343568e-08	0.0947775765708
Primary_hematopoietic_stem_cells__H3K36me3	2.41659876429e-08	1.86933249013e-08	0.0980469936667
Right_Atrium__H3K27ac	1.68313586201e-08	1.32211771638e-08	0.101498284274
Duodenum_Mucosa__H3K36me3	1.57536398507e-08	1.26891292627e-08	0.107209299891
Small_Intestine__DNase	1.88252114505e-08	1.52402866663e-08	0.108373042635
Foreskin_Melanocyte_Primary_Cells_skin01__H3K36me3	2.90106796451e-08	2.39086140354e-08	0.112488723898
Stomach_Mucosa__H3K9ac	3.02702739971e-08	2.49476727606e-08	0.112497900194
Primary_T_killer_naive_cells_from_peripheral_blood__H3K4me3	3.71503992804e-08	3.10556123661e-08	0.115798734638
Fetal_Kidney__H3K4me3	5.73322949185e-08	4.82977502704e-08	0.117602110103
Fetal_Stomach__H3K36me3	1.31286342449e-08	1.13557131516e-08	0.123814828904
Fetal_Intestine_Large__DNase	2.15327320624e-08	1.86259672702e-08	0.123828348112
Rectal_Mucosa_Donor_29__H3K9ac	4.00234014954e-08	3.52454800289e-08	0.128070116241
Liver__H3K4me3	2.0151331287e-08	1.7775862534e-08	0.128473944602
Primary_T_cells_from_cord_blood__H3K4me3	3.25388313722e-08	2.90418342362e-08	0.131269030335
Small_Intestine__H3K4me3	6.46632404468e-08	5.79702463893e-08	0.132327600888
Sigmoid_Colon__H3K36me3	3.49772880035e-08	3.18636917799e-08	0.13616423498
Rectal_Mucosa_Donor_29__H3K27ac	1.3193292634e-08	1.21781788525e-08	0.139325410047
Small_Intestine__H3K4me1	5.13995065884e-08	4.75431812376e-08	0.139823634805
Rectal_Mucosa_Donor_31__H3K4me1	1.67141688954e-08	1.54955950138e-08	0.140374117077
Cortex_derived_primary_cultured_neurospheres__H3K4me3	3.75299636315e-08	3.48629503531e-08	0.140851865986
Ovary__H3K4me1	4.45682637658e-08	4.17032197381e-08	0.142602258342
Breast_Myoepithelial_Primary_Cells__H3K4me1	1.40864023173e-08	1.35360172947e-08	0.149016505835
Breast_variant_Human_Mammary_Epithelial_Cells_(vHMEC)__H3K4me1	1.46709060514e-08	1.41405874491e-08	0.149750680782
Primary_T_helper_memory_cells_from_peripheral_blood_2__H3K4me3	2.20953700389e-08	2.1372230692e-08	0.15060654461
Ganglion_Eminence_derived_primary_cultured_neurospheres__H3K4me1	3.17219921983e-08	3.09950658757e-08	0.153046862933
Fetal_Intestine_Small__H3K4me1	8.4780442871e-09	8.38710559289e-09	0.15604586623
Aorta__H3K27ac	3.00695398958e-08	3.03941663965e-08	0.161253436091
Fetal_Muscle_Trunk__H3K4me1	9.92838001938e-09	1.00358040905e-08	0.161259190358
Primary_T_helper_naive_cells_from_peripheral_blood_2__H3K4me3	2.2292629328e-08	2.27029852997e-08	0.163068393924
Aorta__H3K4me1	6.58963321926e-08	6.7353961459e-08	0.163948480792
Sigmoid_Colon__H3K27ac	2.24064535817e-08	2.36329378364e-08	0.171538571752
Rectal_Mucosa_Donor_31__H3K27ac	1.72164712288e-08	1.83976001622e-08	0.174688127781
Primary_hematopoietic_stem_cells_G-CSF-mobilized_Female__H3K4me1	1.05033071726e-08	1.12597899506e-08	0.175457605149
Primary_T_cells_from_peripheral_blood__H3K4me3	1.98986927825e-08	2.15340072639e-08	0.177727804442
Rectal_Mucosa_Donor_31__H3K4me3	2.429766075e-08	2.702560485e-08	0.184310149726
Fetal_Intestine_Large__H3K36me3	2.44653697366e-08	2.77560846878e-08	0.189039405108
Primary_hematopoietic_stem_cells__H3K4me1	1.93209601087e-08	2.19869754368e-08	0.189769587091
Fetal_Intestine_Large__H3K4me3	2.86666505555e-08	3.28480728698e-08	0.191412168907
Foreskin_Melanocyte_Primary_Cells_skin03__H3K4me3	2.33099904207e-08	2.77380957136e-08	0.200353241234
Liver__H3K4me1	6.50373502667e-09	7.74702781179e-09	0.200590586894
Rectal_Mucosa_Donor_29__H3K4me1	1.66554860857e-08	2.02340574945e-08	0.20521385493
Primary_T_killer_naive_cells_from_peripheral_blood__H3K27ac	1.55626193181e-08	1.89210251558e-08	0.205395048867
Fetal_Adrenal_Gland__H3K4me1	8.04562626876e-09	9.79148223861e-09	0.205624837938
Primary_T_helper_cells_from_peripheral_blood__H3K4me3	1.74750004847e-08	2.12728939901e-08	0.205689888107
Liver__H3K27ac	1.09554917634e-08	1.35188250529e-08	0.208858645225
Ovary__H3K36me3	1.9342564604e-08	2.39875376237e-08	0.210017967115
Rectal_Mucosa_Donor_31__H3K36me3	2.25473391706e-08	2.80862528746e-08	0.211048306195
Adipose_Nuclei__H3K4me1	1.82360034666e-08	2.27588959295e-08	0.211487894364
Rectal_Mucosa_Donor_29__H3K36me3	1.55852979201e-08	1.94703139537e-08	0.211720820271
Sigmoid_Colon__H3K4me3	3.70158606695e-08	4.66333336895e-08	0.213666422108
Primary_T_helper_cells_from_peripheral_blood__H3K27ac	1.14475192973e-08	1.45931236653e-08	0.216389191542
Fetal_Muscle_Leg__H3K4me1	1.07804510849e-08	1.37923835176e-08	0.217217935841
Placenta_Amnion__H3K4me1	9.15349081486e-09	1.19195778298e-08	0.221262158219
Foreskin_Fibroblast_Primary_Cells_skin01__H3K4me1	6.68823372123e-09	8.79664198996e-09	0.223532653916
Foreskin_Melanocyte_Primary_Cells_skin03__H3K27ac	8.4056844229e-09	1.10627430363e-08	0.223681336085
Colon_Smooth_Muscle__H3K36me3	1.27590758948e-08	1.70525025405e-08	0.227162807313
Right_Atrium__H3K4me1	1.96734229126e-08	2.65811590488e-08	0.229611589405
Duodenum_Mucosa__H3K4me3	1.36547975519e-08	1.846306712e-08	0.229779373971
Fetal_Adrenal_Gland__H3K4me3	2.94118586439e-08	3.98738011876e-08	0.230371590856
Fetal_Intestine_Small__H3K27ac	6.83779713421e-09	9.44096911456e-09	0.234450436512
Spleen__H3K4me3	1.72128993978e-08	2.41879592922e-08	0.238346681636
Primary_mononuclear_cells_from_peripheral_blood__H3K4me3	2.29826517632e-08	3.23343555989e-08	0.238609919158
Colonic_Mucosa__H3K9ac	1.96021953829e-08	2.77046426416e-08	0.239614893214
Duodenum_Smooth_Muscle__H3K4me1	2.21121816435e-08	3.15405842296e-08	0.241629425699
Brain_Anterior_Caudate__H3K36me3	1.46075613388e-08	2.09480180843e-08	0.242799942579
Rectal_Smooth_Muscle__H3K36me3	2.0859597576e-08	3.00929983904e-08	0.244101083044
Foreskin_Melanocyte_Primary_Cells_skin01__H3K4me1	1.33131099293e-08	1.9414392264e-08	0.246440413874
Duodenum_Mucosa__H3K4me1	7.94639688126e-09	1.15918297669e-08	0.246508854431
Stomach_Mucosa__H3K4me3	2.42563463978e-08	3.57071206408e-08	0.248469468742
Primary_hematopoietic_stem_cells_G-CSF-mobilized_Male__H3K4me3	1.38285825764e-08	2.07297414892e-08	0.252357642136
Primary_hematopoietic_stem_cells_short_term_culture__H3K4me3	1.80381581864e-08	2.72724547591e-08	0.254176072149
Fetal_Intestine_Large__H3K27ac	5.91837634652e-09	9.00858721343e-09	0.255599931794
Liver__H3K36me3	4.91375826944e-09	7.65353552556e-09	0.260428597427
Primary_T_killer_memory_cells_from_peripheral_blood__H3K4me3	1.55551739533e-08	2.47083590752e-08	0.2644941719
Primary_T_cells_effector_memory_enriched_from_peripheral_blood__H3K4me3	1.54923750818e-08	2.46248942155e-08	0.264630442108
Colon_Smooth_Muscle__H3K4me1	1.39446807097e-08	2.22033808614e-08	0.2649878447
Primary_B_cells_from_peripheral_blood__DNase	1.27205600949e-08	2.03008863912e-08	0.26546033558
Fetal_Muscle_Trunk__DNase	1.05087700505e-08	1.68791996573e-08	0.266777982515
HMEC_Mammary_Epithelial_Primary_Cells__H3K27ac	1.30691304322e-08	2.15263670186e-08	0.271884984253
Cortex_derived_primary_cultured_neurospheres__H3K36me3	7.39745554055e-09	1.23323310713e-08	0.274305623645
Fetal_Intestine_Small__DNase	1.60165864318e-08	2.71313697886e-08	0.277483172252
Brain_Hippocampus_Middle__H3K36me3	9.25486950602e-09	1.58142495314e-08	0.279198743035
Brain_Substantia_Nigra__H3K4me3	2.6709158558e-08	4.61202473796e-08	0.281254096396
Fetal_Muscle_Leg__H3K4me3	2.81344914188e-08	4.92085990882e-08	0.283749292921
HMEC_Mammary_Epithelial_Primary_Cells__H3K4me1	6.07354725926e-09	1.06575292028e-08	0.284378446939
Rectal_Smooth_Muscle__H3K4me1	1.21900817015e-08	2.1538610196e-08	0.285709067914
Brain_Dorsolateral_Prefrontal_Cortex__H3K36me3	1.15192807214e-08	2.03754122429e-08	0.285917172041
Fetal_Lung__H3K4me1	4.70760676825e-09	8.41401779348e-09	0.287911732802
Stomach_Smooth_Muscle__H3K4me1	1.39378583152e-08	2.49702640593e-08	0.288361335416
Primary_mononuclear_cells_from_peripheral_blood__H3K27ac	1.34127542866e-08	2.40811480623e-08	0.288770030056
Fetal_Adrenal_Gland__H3K27ac	5.6963292411e-09	1.02823920844e-08	0.289793282364
Thymus__H3K36me3	1.04840593254e-08	1.89320967484e-08	0.289867550572
Primary_T_helper_naive_cells_from_peripheral_blood_2__H3K36me3	7.74487498622e-09	1.39955595133e-08	0.290001315601
Ovary__H3K4me3	1.78699117257e-08	3.32751442227e-08	0.295621774546
Foreskin_Fibroblast_Primary_Cells_skin02__H3K4me1	4.55217852458e-09	8.60982157627e-09	0.298500105923
Small_Intestine__H3K27ac	7.57008699852e-09	1.44678651162e-08	0.300405517968
Primary_T_helper_memory_cells_from_peripheral_blood_2__H3K27ac	6.7344818426e-09	1.29206193185e-08	0.301106852149
Gastric__H3K27ac	9.66716719172e-09	1.85914044181e-08	0.301538593933
Spleen__H3K36me3	6.35265973952e-09	1.26501849052e-08	0.307770736293
Duodenum_Mucosa__H3K9ac	1.32067484384e-08	2.64573189007e-08	0.308829167068
Primary_T_helper_naive_cells_from_peripheral_blood__H3K9ac	1.19776745498e-08	2.47054600591e-08	0.313902399045
Fetal_Muscle_Trunk__H3K4me3	2.21615860495e-08	4.59549408242e-08	0.314815604063
Brain_Angular_Gyrus__H3K36me3	1.10678046983e-08	2.36709378765e-08	0.320046298936
Primary_B_cells_from_cord_blood__H3K4me1	6.42512711112e-09	1.40889313987e-08	0.324180330773
Foreskin_Fibroblast_Primary_Cells_skin01__H3K4me3	8.76108183053e-09	1.94145334496e-08	0.325899610353
Primary_hematopoietic_stem_cells_G-CSF-mobilized_Male__H3K36me3	3.62800423722e-09	8.04747542202e-09	0.326057790173
Sigmoid_Colon__H3K4me1	1.3002301779e-08	2.89003155926e-08	0.326390652597
Primary_monocytes_from_peripheral_blood__H3K4me1	3.35375180079e-09	7.5393448192e-09	0.328220105855
Fetal_Adrenal_Gland__DNase	8.89968254658e-09	2.06630453256e-08	0.33334134268
Fetal_Intestine_Small__H3K4me3	1.5242107203e-08	3.54233430649e-08	0.333494435166
Primary_T_cells_from_cord_blood__DNase	1.21844437298e-08	2.85772919791e-08	0.334919846057
Cortex_derived_primary_cultured_neurospheres__H3K4me1	7.14739811417e-09	1.68273105181e-08	0.335509509119
Lung__H3K36me3	9.62383765419e-09	2.27205624885e-08	0.335938290333
Fetal_Muscle_Trunk__H3K36me3	7.92931857598e-09	1.89862537883e-08	0.338107107829
Colonic_Mucosa__H3K27ac	6.25924533595e-09	1.51920112084e-08	0.34016641354
Stomach_Smooth_Muscle__H3K27ac	4.44228727553e-09	1.08461256862e-08	0.341059365141
Stomach_Smooth_Muscle__H3K36me3	6.45466425299e-09	1.62287393982e-08	0.345414434916
Primary_T_helper_memory_cells_from_peripheral_blood_1__H3K4me3	8.58021080962e-09	2.22069127477e-08	0.349609232857
Primary_hematopoietic_stem_cells_G-CSF-mobilized_Female__H3K36me3	3.69126529505e-09	9.73186376212e-09	0.352233718303
Lung__H3K4me3	1.44794016524e-08	3.94692947785e-08	0.356864595956
Aorta__H3K36me3	1.30848192742e-08	3.69790976111e-08	0.361728025448
Brain_Germinal_Matrix__H3K4me3	1.0662793199e-08	3.04431233431e-08	0.363074442872
NHDF-Ad_Adult_Dermal_Fibroblast_Primary_Cells__H3K4me3	1.34933672762e-08	4.02423037135e-08	0.368698245647
Fetal_Muscle_Leg__DNase	4.51017618991e-09	1.38511817921e-08	0.372357185451
HMEC_Mammary_Epithelial_Primary_Cells__H3K9ac	1.20358446326e-08	3.79987583524e-08	0.375719269964
Fetal_Lung__DNase	5.42658744218e-09	1.73434300558e-08	0.377182082317
Fetal_Stomach__H3K4me3	1.23215727e-08	4.40015509479e-08	0.389728827587
Primary_hematopoietic_stem_cells_short_term_culture__H3K36me3	3.44389351227e-09	1.23592585121e-08	0.390257149396
Gastric__H3K4me3	8.13042865616e-09	3.03231381206e-08	0.394301078724
Primary_B_cells_from_peripheral_blood__H3K4me1	2.89395219444e-09	1.08349462505e-08	0.39469828483
Esophagus__H3K36me3	4.78224109998e-09	1.79448524293e-08	0.394928411526
Primary_T_helper_naive_cells_from_peripheral_blood_1__H3K4me3	5.10828376841e-09	2.16151990507e-08	0.406588954905
Colon_Smooth_Muscle__H3K27ac	2.46123976658e-09	1.15456634797e-08	0.415595471586
Primary_hematopoietic_stem_cells_G-CSF-mobilized_Female__H3K4me3	6.35834660627e-09	2.9979989824e-08	0.416019834412
Primary_T_cells_effector_memory_enriched_from_peripheral_blood__H3K27ac	2.88133842663e-09	1.36233424571e-08	0.416248523239
Placenta__H3K4me1	2.43945421113e-09	1.16856402332e-08	0.417319136946
Brain_Angular_Gyrus__H3K4me3	4.88596343384e-09	2.59114788821e-08	0.425217406343
Primary_T_regulatory_cells_from_peripheral_blood__H3K27ac	1.89448307591e-09	1.03408483511e-08	0.427319042669
Gastric__DNase	4.07168827831e-09	2.26915519015e-08	0.428797562476
Fetal_Muscle_Leg__H3K36me3	3.86652319948e-09	2.17230507865e-08	0.429364738721
Right_Ventricle__H3K36me3	3.41827312071e-09	1.99028355593e-08	0.431817805801
Rectal_Mucosa_Donor_29__H3K4me3	3.63227793492e-09	2.24582261737e-08	0.435757328111
Foreskin_Fibroblast_Primary_Cells_skin01__H3K36me3	1.09851227954e-09	7.46472859068e-09	0.44150271699
Psoas_Muscle__H3K4me1	4.15628602778e-09	2.852668613e-08	0.442079832177
Brain_Cingulate_Gyrus__H3K36me3	2.49944052916e-09	1.7565467697e-08	0.443424345417
Primary_hematopoietic_stem_cells_G-CSF-mobilized_Female__DNase	2.7529394241e-09	1.9612366657e-08	0.444184806392
Spleen__H3K4me1	2.17884635136e-09	1.59745335632e-08	0.445754516892
Fetal_Heart__H3K9ac	2.21953535264e-09	1.64304422056e-08	0.446271635503
Brain_Substantia_Nigra__H3K9ac	3.10401214279e-09	2.90164172925e-08	0.457404667582
Primary_T_killer_naive_cells_from_peripheral_blood__H3K9ac	2.95511608524e-09	3.03233334708e-08	0.461183115516
Primary_T_regulatory_cells_from_peripheral_blood__H3K4me3	1.31887394645e-09	1.89213775526e-08	0.472215086557
Primary_T_helper_naive_cells_from_peripheral_blood_1__H3K27ac	9.13458592214e-10	1.84202773326e-08	0.48022462188
Primary_T_helper_naive_cells_from_peripheral_blood_2__H3K27ac	5.32421049983e-10	1.14493619501e-08	0.481454971847
Primary_T_cells_from_peripheral_blood__DNase	5.40935142161e-10	1.64432831766e-08	0.486878351533
Fetal_Stomach__H3K27ac	2.57464278435e-10	1.1411924742e-08	0.491000232138
Stomach_Smooth_Muscle__H3K4me3	-1.14305377963e-10	4.35296800535e-08	0.501047588581
Breast_Myoepithelial_Primary_Cells__H3K9ac	-7.36063978031e-11	2.33084175786e-08	0.501259830501
Primary_monocytes_from_peripheral_blood__DNase	-2.82264065265e-10	2.14411647618e-08	0.505251758411
Fetal_Kidney__H3K4me1	-6.66742801574e-10	2.84971227509e-08	0.509333139705
Fetal_Kidney__H3K9ac	-2.61977549619e-09	5.1276355836e-08	0.520373614313
Foreskin_Melanocyte_Primary_Cells_skin01__DNase	-7.16860956446e-10	1.30046918304e-08	0.521979865633
Gastric__H3K4me1	-9.21915914877e-10	1.65107117659e-08	0.522264346575
Adipose_Nuclei__H3K4me3	-1.13776484702e-09	1.76646293817e-08	0.525677802164
Brain_Inferior_Temporal_Lobe__H3K36me3	-1.34946860903e-09	1.43429882563e-08	0.537479419117
Primary_T_helper_cells_PMA-I_stimulated__H3K4me3	-1.99306314485e-09	1.84032082695e-08	0.54312104579
Primary_T_cells_from_peripheral_blood__H3K27ac	-1.41162112402e-09	1.18464476741e-08	0.547425649053
Fetal_Lung__H3K9ac	-3.52816846783e-09	2.68972262668e-08	0.55218045828
Brain_Substantia_Nigra__H3K4me1	-1.88901163346e-09	1.42740934058e-08	0.552641708511
Primary_T_helper_memory_cells_from_peripheral_blood_2__H3K36me3	-2.69556645707e-09	1.95291110503e-08	0.554890902613
NHEK-Epidermal_Keratinocyte_Primary_Cells__H3K27ac	-2.16364591132e-09	1.52161381868e-08	0.55653667573
Foreskin_Fibroblast_Primary_Cells_skin02__H3K36me3	-1.30440607102e-09	9.05067632953e-09	0.55729812988
Brain_Cingulate_Gyrus__H3K4me3	-5.10291365848e-09	3.22947720774e-08	0.562775744589
Placenta__H3K36me3	-1.95108707171e-09	1.19434918663e-08	0.564882444436
Placenta_Amnion__H3K36me3	-1.7198033167e-09	1.02702292736e-08	0.566494053276
Primary_T_cells_from_cord_blood__H3K4me1	-3.09481089079e-09	1.74109603779e-08	0.570540628006
Adipose_Nuclei__H3K36me3	-2.41231946751e-09	1.33582683529e-08	0.571653821778
Left_Ventricle__H3K4me3	-7.09994788934e-09	3.68909453796e-08	0.576308165271
Skeletal_Muscle_Male__H3K4me3	-4.54884947619e-09	2.20223974758e-08	0.581821529925
Primary_neutrophils_from_peripheral_blood__H3K4me1	-1.29946645775e-09	6.10360779396e-09	0.584298052887
Fetal_Stomach__H3K4me1	-2.17362882311e-09	1.01962902568e-08	0.584406091572
Foreskin_Fibroblast_Primary_Cells_skin02__H3K4me3	-3.50497003529e-09	1.64025557769e-08	0.584603405269
Placenta_Amnion__H3K4me3	-8.66665055839e-09	3.82443691606e-08	0.589637448487
Fetal_Muscle_Leg__H3K27ac	-2.17530209794e-09	9.4830519926e-09	0.590716473305
Foreskin_Keratinocyte_Primary_Cells_skin02__H3K4me1	-4.07122114881e-09	1.72239775093e-08	0.593426978801
Primary_T_helper_17_cells_PMA-I_stimulated__H3K36me3	-3.30659956793e-09	1.38060412591e-08	0.594642531162
Skeletal_Muscle_Male__H3K36me3	-2.94491971876e-09	1.21356289724e-08	0.595868410336
Foreskin_Melanocyte_Primary_Cells_skin03__H3K36me3	-1.75938932695e-09	7.02097483723e-09	0.598934621583
Foreskin_Fibroblast_Primary_Cells_skin01__DNase	-5.44186454712e-09	2.14686639773e-08	0.600051119747
Colonic_Mucosa__H3K4me3	-7.47714174688e-09	2.90849078283e-08	0.601441407384
Fetal_Thymus__DNase	-3.41181690387e-09	1.32386401936e-08	0.601687170397
Foreskin_Keratinocyte_Primary_Cells_skin03__H3K27ac	-3.59482949963e-09	1.37781800556e-08	0.602918051166
Aorta__H3K4me3	-9.50588607519e-09	3.56503398131e-08	0.605127680866
HMEC_Mammary_Epithelial_Primary_Cells__DNase	-6.34806335089e-09	2.3778130493e-08	0.605254126898
Stomach_Smooth_Muscle__H3K9ac	-7.87613696244e-09	2.82831717023e-08	0.609675861701
Rectal_Smooth_Muscle__H3K9ac	-1.0656482431e-08	3.47293305331e-08	0.620518895473
Primary_T_helper_naive_cells_from_peripheral_blood_1__H3K36me3	-4.8524287219e-09	1.52003080948e-08	0.625224802509
Thymus__H3K27ac	-6.22580848498e-09	1.94730515978e-08	0.625407451686
Psoas_Muscle__H3K4me3	-1.21104106275e-08	3.76571519736e-08	0.626120825825
Primary_T_helper_17_cells_PMA-I_stimulated__H3K4me3	-6.92355696024e-09	2.09043811925e-08	0.629753757958
NHEK-Epidermal_Keratinocyte_Primary_Cells__H3K9ac	-7.66616292709e-09	2.30011190227e-08	0.630544274789
Primary_T_cells_effector_memory_enriched_from_peripheral_blood__H3K36me3	-5.52164317516e-09	1.58800909171e-08	0.635970457541
Placenta_Amnion__H3K27ac	-6.6978965885e-09	1.90691657608e-08	0.637296690109
NHEK-Epidermal_Keratinocyte_Primary_Cells__H3K4me1	-4.73398020257e-09	1.25007570583e-08	0.647542995114
Fetal_Thymus__H3K36me3	-2.99877064114e-09	7.80965628434e-09	0.649504257591
Primary_T_helper_17_cells_PMA-I_stimulated__H3K27ac	-5.6200095658e-09	1.40969590846e-08	0.65493115577
Left_Ventricle__H3K27ac	-4.70836906266e-09	1.15926005906e-08	0.657684893198
Fetal_Kidney__H3K36me3	-9.66905495144e-09	2.36280232424e-08	0.658810817519
Right_Ventricle__H3K4me1	-6.2102990289e-09	1.51013708966e-08	0.659551993156
Brain_Anterior_Caudate__H3K9ac	-9.67830463899e-09	2.25010775304e-08	0.666448105727
Fetal_Thymus__H3K4me3	-9.99411260734e-09	2.3171986323e-08	0.666875422412
Primary_T_helper_cells_from_peripheral_blood__H3K36me3	-5.01373037869e-09	1.15620359171e-08	0.66772408866
Primary_hematopoietic_stem_cells_G-CSF-mobilized_Male__DNase	-1.24900525765e-08	2.72239238231e-08	0.676807360907
Fetal_Heart__H3K4me3	-7.70137349287e-09	1.65467482003e-08	0.679188665714
Primary_mononuclear_cells_from_peripheral_blood__H3K36me3	-6.13267369199e-09	1.24575444187e-08	0.688741383205
NHLF_Lung_Fibroblast_Primary_Cells__H3K36me3	-9.44479312803e-09	1.85135058469e-08	0.695029234833
Fetal_Heart__DNase	-6.09269524349e-09	1.18387319202e-08	0.696597998501
Primary_T_cells_from_cord_blood__H3K36me3	-1.05830342519e-08	2.0367440431e-08	0.69833072119
Foreskin_Keratinocyte_Primary_Cells_skin03__H3K36me3	-4.78004290137e-09	9.19623949999e-09	0.698392355844
Foreskin_Fibroblast_Primary_Cells_skin02__DNase	-1.02954710732e-08	1.95706644639e-08	0.700579000313
Brain_Germinal_Matrix__H3K4me1	-1.33648809756e-08	2.53017884985e-08	0.701326267293
Primary_T_regulatory_cells_from_peripheral_blood__H3K36me3	-5.98500658271e-09	1.12798117249e-08	0.702150112079
Fetal_Brain_Male__H3K36me3	-1.72163710026e-08	3.21618219652e-08	0.703780374413
Fetal_Thymus__H3K27ac	-6.61161026645e-09	1.22316849473e-08	0.705584707232
Left_Ventricle__H3K4me1	-6.58123765853e-09	1.20028645456e-08	0.708258953203
Placenta__DNase	-7.08379010118e-09	1.28854107594e-08	0.708755517276
Fetal_Thymus__H3K4me1	-4.65561422325e-09	8.28112019269e-09	0.713008821585
Foreskin_Keratinocyte_Primary_Cells_skin03__H3K4me1	-7.31771706209e-09	1.29948392932e-08	0.713325067956
Primary_T_cells_from_peripheral_blood__H3K36me3	-7.61997623442e-09	1.34584763636e-08	0.714365704183
Primary_T_helper_memory_cells_from_peripheral_blood_1__H3K27ac	-8.63459514674e-09	1.49740387764e-08	0.717907883962
NHEK-Epidermal_Keratinocyte_Primary_Cells__H3K36me3	-9.73397161495e-09	1.65280763243e-08	0.722047743413
Psoas_Muscle__DNase	-1.08141257123e-08	1.78457154928e-08	0.727735592925
Foreskin_Fibroblast_Primary_Cells_skin02__H3K27ac	-6.66747587017e-09	1.09718249356e-08	0.728303680673
Skeletal_Muscle_Male__H3K9ac	-1.24748477879e-08	2.0191302822e-08	0.731657197735
Foreskin_Keratinocyte_Primary_Cells_skin02__H3K4me3	-1.96573337717e-08	3.12861112343e-08	0.73509911123
Primary_T_killer_naive_cells_from_peripheral_blood__H3K36me3	-1.19914756357e-08	1.87965946154e-08	0.738250143007
Primary_T_killer_memory_cells_from_peripheral_blood__H3K27ac	-9.32195067083e-09	1.46047375244e-08	0.73835515026
Breast_variant_Human_Mammary_Epithelial_Cells_(vHMEC)__DNase	-1.40536722337e-08	2.15597991244e-08	0.742749789356
Fetal_Heart__H3K4me1	-3.83771940941e-09	5.86257288059e-09	0.743641688129
